hard_text,profession,gender
"Hannah Patel, a psychologist in New Orleans, brings 6 years of experience. She studied at ETH Zurich and works in couples therapy. Outside work, she gardens on a balcony.",22,1
"Based in Buenos Aires, Ingrid Rossi works as a psychologist. She trained at University of Melbourne and has spent 22 years in the field. She works in couples therapy, and recently led a peer reviewed study. She has earned a national fellowship for this work.",22,1
"Victor Nguyen, a psychologist in Seattle, brings 10 years of experience. He studied at University of British Columbia and consults on workplace mental health. Outside work, he restores old bicycles. He has earned a community leadership medal for this work.",22,0
"With a career spanning 3 years, Omar Okoye is a psychologist who consults on workplace mental health. He operates out of Seoul and is valued for careful listening. He also collaborates across disciplines.",22,0
"Liam Brown, a psychologist in Seoul, brings 8 years of experience. He studied at McGill University and works in couples therapy. Outside work, he gardens on a balcony.",22,0
"With a career spanning 11 years, Noah Okoye is a psychologist who works in couples therapy. He operates out of San Diego and is valued for inventive problem solving. He also runs community workshops.",22,0
"Based in Nairobi, Victor Rossi works as a psychologist. He trained at Trinity College Dublin and has spent 17 years in the field. He researches adolescent resilience, and recently led a peer reviewed study. He has earned a national fellowship for this work.",22,0
"Based in Vancouver, Omar Brown works as a psychologist. He trained at University of British Columbia and has spent 10 years in the field. He consults on workplace mental health, and recently led a citywide pilot program. He has earned a startup grant for this work.",22,0
"Colin Lee, a psychologist in Nairobi, brings 5 years of experience. He studied at Trinity College Dublin and offers CBT for anxiety and burnout. Outside work, he writes flash fiction. He has earned a national fellowship for this work.",22,0
"Based in San Diego, Liam Okoye works as a psychologist. He trained at University of Melbourne and has spent 3 years in the field. He offers CBT for anxiety and burnout, and recently led a cross team initiative. He has earned a design citation for this work.",22,0
"Caleb Okoye is a hands on psychologist based in Austin. After earning a degree from University of Nairobi in 2010, he researches adolescent resilience. He is known for steady leadership and publishes practical guides. He has earned a startup grant for this work.",22,0
"With a career spanning 3 years, Nikolai Brown is a psychologist who works in couples therapy. He operates out of Mumbai and is valued for inventive problem solving. He also speaks at industry meetups. He has earned an industry innovation prize for this work.",22,0
"Fatima Nguyen is a collaborative rapper based in Helsinki. After earning a degree from ETH Zurich in 2008, she runs open mic nights for youth. She is known for patient coaching and mentors early career colleagues. She has earned a teaching honor for this work.",23,1
"Based in Austin, Monique Rossi works as a rapper. She trained at Trinity College Dublin and has spent 3 years in the field. She writes concept albums about city life, and recently led a peer reviewed study. She has earned a national fellowship for this work.",23,1
"Based in Seattle, Fatima Okoye works as a rapper. She trained at Seoul National University and has spent 6 years in the field. She runs open mic nights for youth, and recently led a citywide pilot program.",23,1
"With a career spanning 8 years, Fatima Johansson is a rapper who runs open mic nights for youth. She operates out of Buenos Aires and is valued for creative risk taking. She also runs community workshops.",23,1
"Based in Vancouver, Camille Patel works as a rapper. She trained at University of Nairobi and has spent 4 years in the field. She records bilingual tracks over jazz samples, and recently led a public lecture series.",23,1
"Based in Helsinki, Amara Patel works as a rapper. She trained at McGill University and has spent 12 years in the field. She runs open mic nights for youth, and recently led a peer reviewed study. She has earned a national fellowship for this work.",23,1
"Based in Chicago, Rachel Khan works as a rapper. She trained at University of Melbourne and has spent 8 years in the field. She writes concept albums about city life, and recently led a citywide pilot program.",23,1
"Fatima Patel, a rapper in Oslo, brings 13 years of experience. She studied at University of British Columbia and records bilingual tracks over jazz samples. Outside work, she builds DIY synthesizers. She has earned a teaching honor for this work.",23,1
"Fatima Brown, a rapper in Dublin, brings 16 years of experience. She studied at University of Nairobi and records bilingual tracks over jazz samples. Outside work, she restores old bicycles. She has earned a teaching honor for this work.",23,1
"Fatima Garcia is a data driven rapper based in Toronto. After earning a degree from ETH Zurich in 2008, she runs open mic nights for youth. She is known for patient coaching and collaborates across disciplines. She has earned a design citation for this work.",23,1
"Omar Garcia is a hands on rapper based in Helsinki. After earning a degree from Stanford University in 2011, he runs open mic nights for youth. He is known for analytical precision and collaborates across disciplines. He has earned a startup grant for this work.",23,0
"Based in Oslo, Tariq Rossi works as a rapper. He trained at Trinity College Dublin and has spent 7 years in the field. He records bilingual tracks over jazz samples, and recently led a new client onboarding system. He has earned a national fellowship for this work.",23,0
"With a career spanning 15 years, Hassan Lee is a rapper who collaborates with local producers. He operates out of Mumbai and is valued for patient coaching. He also runs community workshops.",23,0
"Caleb Patel is a calm under pressure rapper based in Seattle. After earning a degree from University of Nairobi in 2014, he writes concept albums about city life. He is known for analytical precision and publishes practical guides.",23,0
"With a career spanning 15 years, Nikolai Khan is a rapper who writes concept albums about city life. He operates out of Austin and is valued for rigorous ethics. He also runs community workshops. He has earned a best paper award for this work.",23,0
"Ryan Patel is a calm under pressure rapper based in Tokyo. After earning a degree from University of British Columbia in 2015, he records bilingual tracks over jazz samples. He is known for steady leadership and runs community workshops.",23,0
"Based in Cape Town, Javier Johansson works as a rapper. He trained at ETH Zurich and has spent 15 years in the field. He writes concept albums about city life, and recently led a cross team initiative.",23,0
"Based in Tokyo, Ethan Patel works as a rapper. He trained at University of Nairobi and has spent 19 years in the field. He records bilingual tracks over jazz samples, and recently led an award winning redesign. He has earned a regional excellence award for this work.",23,0
"Gabe Patel, a rapper in Tokyo, brings 22 years of experience. He studied at Seoul National University and records bilingual tracks over jazz samples. Outside work, he builds DIY synthesizers.",23,0
"Hassan Nguyen is a collaborative rapper based in Cairo. After earning a degree from Seoul National University in 2002, he collaborates with local producers. He is known for steady leadership and runs community workshops.",23,0
"Based in Oslo, Camille Smith works as a software engineer. She trained at Trinity College Dublin and has spent 13 years in the field. She leads DevOps automation, and recently led an award winning redesign.",24,1
"Leila Khan, a software engineer in San Diego, brings 20 years of experience. She studied at University of Nairobi and works on accessibility tooling in mobile apps. Outside work, she collects vintage cookbooks. She has earned a community leadership medal for this work.",24,1
"With a career spanning 6 years, Jillian Okoye is a software engineer who works on accessibility tooling in mobile apps. She operates out of Seoul and is valued for analytical precision. She also volunteers with a local nonprofit.",24,1
"With a career spanning 21 years, Zoe Smith is a software engineer who specializes in ML infrastructure. She operates out of Tokyo and is valued for inventive problem solving. She also publishes practical guides. She has earned a national fellowship for this work.",24,1
"Based in Tokyo, Nadia Patel works as a software engineer. She trained at Stanford University and has spent 11 years in the field. She specializes in ML infrastructure, and recently led a peer reviewed study.",24,1
"Based in Chicago, Hannah Nguyen works as a software engineer. She trained at Stanford University and has spent 19 years in the field. She works on accessibility tooling in mobile apps, and recently led a peer reviewed study.",24,1
"With a career spanning 11 years, Nadia Smith is a software engineer who works on accessibility tooling in mobile apps. She operates out of Cape Town and is valued for clear communication. She also publishes practical guides. She has earned a teaching honor for this work.",24,1
"Based in Oslo, Aisha Patel works as a software engineer. She trained at Seoul National University and has spent 10 years in the field. She builds scalable backend services, and recently led an award winning redesign. She has earned a community leadership medal for this work.",24,1
"Maya Smith, a software engineer in Cairo, brings 21 years of experience. She studied at University of British Columbia and builds scalable backend services. Outside work, she restores old bicycles. She has earned an industry innovation prize for this work.",24,1
"Zoe Patel is a systems minded software engineer based in Cairo. After earning a degree from Trinity College Dublin in 2021, she works on accessibility tooling in mobile apps. She is known for careful listening and volunteers with a local nonprofit. She has earned a best paper award for this work.",24,1
"Ted Khan is a calm under pressure software engineer based in Seattle. After earning a degree from ETH Zurich in 2016, he specializes in ML infrastructure. He is known for careful listening and volunteers with a local nonprofit. He has earned an industry innovation prize for this work.",24,0
"Liam Nguyen is a calm under pressure software engineer based in Austin. After earning a degree from University of Texas at Austin in 2012, he leads DevOps automation. He is known for creative risk taking and volunteers with a local nonprofit. He has earned a national fellowship for this work.",24,0
"Based in Vancouver, Ethan Okoye works as a software engineer. He trained at University of British Columbia and has spent 16 years in the field. He builds scalable backend services, and recently led a cross team initiative. He has earned a design citation for this work.",24,0
"Andre Johansson is a detail obsessed software engineer based in Toronto. After earning a degree from ETH Zurich in 2002, he builds scalable backend services. He is known for inventive problem solving and speaks at industry meetups. He has earned a regional excellence award for this work.",24,0
"With a career spanning 21 years, Andre Okoye is a software engineer who specializes in ML infrastructure. He operates out of Helsinki and is valued for clear communication. He also publishes practical guides.",24,0
"With a career spanning 6 years, Ethan Okoye is a software engineer who specializes in ML infrastructure. He operates out of Tokyo and is valued for analytical precision. He also collaborates across disciplines.",24,0
"Based in Lisbon, Colin Lee works as a software engineer. He trained at University of Buenos Aires and has spent 12 years in the field. He builds scalable backend services, and recently led a cross team initiative. He has earned a design citation for this work.",24,0
"With a career spanning 4 years, Caleb Patel is a software engineer who leads DevOps automation. He operates out of Cape Town and is valued for inventive problem solving. He also runs community workshops. He has earned an industry innovation prize for this work.",24,0
"Based in Cape Town, Colin Okoye works as a software engineer. He trained at ETH Zurich and has spent 12 years in the field. He builds scalable backend services, and recently led a public lecture series. He has earned an industry innovation prize for this work.",24,0
"Ted Garcia, a software engineer in Dublin, brings 22 years of experience. He studied at University of Nairobi and leads DevOps automation. Outside work, he sings in a community choir. He has earned a design citation for this work.",24,0
"With a career spanning 19 years, Hannah Brown is a surgeon who does orthopedic sports repairs. She operates out of Cape Town and is valued for clear communication. She also volunteers with a local nonprofit.",25,1
"Based in Berlin, Elena Smith works as a surgeon. She trained at McGill University and has spent 15 years in the field. She specializes in minimally invasive GI surgery, and recently led a cross team initiative. She has earned a national fellowship for this work.",25,1
"Based in Cape Town, Zoe Nguyen works as a surgeon. She trained at University of Nairobi and has spent 4 years in the field. She does orthopedic sports repairs, and recently led a public lecture series.",25,1
"Based in Nairobi, Keiko Johansson works as a surgeon. She trained at University of Buenos Aires and has spent 11 years in the field. She does orthopedic sports repairs, and recently led a new client onboarding system.",25,1
"With a career spanning 12 years, Aisha Patel is a surgeon who does orthopedic sports repairs. She operates out of Austin and is valued for steady leadership. She also collaborates across disciplines. She has earned a startup grant for this work.",25,1
"Jillian Nguyen is a detail obsessed surgeon based in Seoul. After earning a degree from University of Nairobi in 2004, she is a trauma surgeon in a Level I center. She is known for patient coaching and speaks at industry meetups.",25,1
"Fatima Okoye, a surgeon in Lisbon, brings 13 years of experience. She studied at University of British Columbia and specializes in minimally invasive GI surgery. Outside work, she restores old bicycles.",25,1
"Priya Johansson, a surgeon in Chicago, brings 12 years of experience. She studied at University of Melbourne and does orthopedic sports repairs. Outside work, she restores old bicycles. She has earned a design citation for this work.",25,1
"With a career spanning 17 years, Lucia Johansson is a surgeon who is a trauma surgeon in a Level I center. She operates out of San Diego and is valued for analytical precision. She also mentors early career colleagues. She has earned an industry innovation prize for this work.",25,1
"With a career spanning 15 years, Tessa Johansson is a surgeon who does orthopedic sports repairs. She operates out of Austin and is valued for patient coaching. She also runs community workshops.",25,1
"Based in New Orleans, Hassan Johansson works as a surgeon. He trained at Stanford University and has spent 13 years in the field. He teaches residents in the OR, and recently led an award winning redesign.",25,0
"With a career spanning 20 years, Tariq Lee is a surgeon who teaches residents in the OR. He operates out of Seattle and is valued for inventive problem solving. He also publishes practical guides.",25,0
"With a career spanning 9 years, Ethan Patel is a surgeon who teaches residents in the OR. He operates out of Oslo and is valued for creative risk taking. He also collaborates across disciplines. He has earned a national fellowship for this work.",25,0
"Hassan Brown, a surgeon in Lisbon, brings 16 years of experience. He studied at University of Buenos Aires and does orthopedic sports repairs. Outside work, he sings in a community choir. He has earned a startup grant for this work.",25,0
"Samir Okoye is a empathetic surgeon based in Toronto. After earning a degree from University of Texas at Austin in 2020, he specializes in minimally invasive GI surgery. He is known for rigorous ethics and volunteers with a local nonprofit.",25,0
"Ryan Okoye is a empathetic surgeon based in Cape Town. After earning a degree from University of Texas at Austin in 2019, he is a trauma surgeon in a Level I center. He is known for patient coaching and speaks at industry meetups. He has earned a best paper award for this work.",25,0
"Jonah Patel is a data driven surgeon based in Nairobi. After earning a degree from ETH Zurich in 2012, he specializes in minimally invasive GI surgery. He is known for clear communication and volunteers with a local nonprofit.",25,0
"Based in Mumbai, Caleb Khan works as a surgeon. He trained at University of Texas at Austin and has spent 11 years in the field. He specializes in minimally invasive GI surgery, and recently led an award winning redesign.",25,0
"Based in Chicago, Caleb Brown works as a surgeon. He trained at University of Nairobi and has spent 14 years in the field. He does orthopedic sports repairs, and recently led a new client onboarding system.",25,0
"Victor Lee, a surgeon in Vancouver, brings 14 years of experience. He studied at University of Texas at Austin and does orthopedic sports repairs. Outside work, he builds DIY synthesizers. He has earned a startup grant for this work.",25,0
"With a career spanning 5 years, Ingrid Okoye is a teacher who teaches Grade 6 with project based learning. She operates out of Cairo and is valued for analytical precision. She also collaborates across disciplines. She has earned a community leadership medal for this work.",26,1
"With a career spanning 18 years, Camille Lee is a teacher who teaches Grade 6 with project based learning. She operates out of Helsinki and is valued for steady leadership. She also collaborates across disciplines.",26,1
"Valeria Garcia is a story first teacher based in Cape Town. After earning a degree from ETH Zurich in 2017, she runs a bilingual elementary classroom. She is known for steady leadership and publishes practical guides. She has earned a community leadership medal for this work.",26,1
"Monique Nguyen, a teacher in Seoul, brings 6 years of experience. She studied at Seoul National University and leads special education inclusion. Outside work, she sings in a community choir.",26,1
"Leila Khan, a teacher in Tokyo, brings 3 years of experience. She studied at Trinity College Dublin and runs a bilingual elementary classroom. Outside work, she sings in a community choir.",26,1
"Aisha Khan, a teacher in Cape Town, brings 11 years of experience. She studied at University of British Columbia and runs a bilingual elementary classroom. Outside work, she gardens on a balcony. She has earned an industry innovation prize for this work.",26,1
"Based in Chicago, Fatima Khan works as a teacher. She trained at University of Buenos Aires and has spent 18 years in the field. She leads special education inclusion, and recently led an award winning redesign. She has earned a startup grant for this work.",26,1
"Based in Buenos Aires, Priya Garcia works as a teacher. She trained at University of Buenos Aires and has spent 10 years in the field. She runs a bilingual elementary classroom, and recently led a public lecture series.",26,1
"Camille Smith is a detail obsessed teacher based in Helsinki. After earning a degree from Trinity College Dublin in 2003, she runs a bilingual elementary classroom. She is known for creative risk taking and speaks at industry meetups. She has earned a startup grant for this work.",26,1
"Sofia Okoye, a teacher in Nairobi, brings 8 years of experience. She studied at ETH Zurich and teaches Grade 6 with project based learning. Outside work, she builds DIY synthesizers. She has earned a design citation for this work.",26,1
"With a career spanning 18 years, Victor Johansson is a teacher who coaches debate and writing clubs. He operates out of Austin and is valued for inventive problem solving. He also runs community workshops.",26,0
"Ryan Rossi is a collaborative teacher based in Lisbon. After earning a degree from Trinity College Dublin in 2006, he runs a bilingual elementary classroom. He is known for careful listening and collaborates across disciplines.",26,0
"Marcus Khan is a systems minded teacher based in Dublin. After earning a degree from University of Texas at Austin in 2017, he leads special education inclusion. He is known for clear communication and speaks at industry meetups. He has earned a startup grant for this work.",26,0
"Gabe Johansson, a teacher in Austin, brings 19 years of experience. He studied at McGill University and teaches Grade 6 with project based learning. Outside work, he restores old bicycles. He has earned a regional excellence award for this work.",26,0
"Based in Buenos Aires, Andre Rossi works as a teacher. He trained at ETH Zurich and has spent 11 years in the field. He runs a bilingual elementary classroom, and recently led a citywide pilot program. He has earned a best paper award for this work.",26,0
"With a career spanning 16 years, Noah Okoye is a teacher who coaches debate and writing clubs. He operates out of Seattle and is valued for patient coaching. He also publishes practical guides.",26,0
"Samir Okoye is a detail obsessed teacher based in Seoul. After earning a degree from Stanford University in 2018, he runs a bilingual elementary classroom. He is known for steady leadership and mentors early career colleagues. He has earned a startup grant for this work.",26,0
"Gabe Patel, a teacher in New Orleans, brings 8 years of experience. He studied at ETH Zurich and runs a bilingual elementary classroom. Outside work, he builds DIY synthesizers. He has earned a regional excellence award for this work.",26,0
"Based in Toronto, Andre Nguyen works as a teacher. He trained at McGill University and has spent 18 years in the field. He runs a bilingual elementary classroom, and recently led a public lecture series.",26,0
"Colin Okoye is a collaborative teacher based in Helsinki. After earning a degree from Stanford University in 2003, he runs a bilingual elementary classroom. He is known for patient coaching and collaborates across disciplines. He has earned a startup grant for this work.",26,0
"Based in Cairo, Tessa Brown works as a yoga teacher. She trained at ETH Zurich and has spent 4 years in the field. She runs outdoor sunrise sessions, and recently led an award winning redesign. She has earned a teaching honor for this work.",27,1
"Elena Johansson is a hands on yoga teacher based in Oslo. After earning a degree from ETH Zurich in 2018, she integrates mindfulness and mobility. She is known for analytical precision and mentors early career colleagues. She has earned a startup grant for this work.",27,1
"Based in Helsinki, Sofia Johansson works as a yoga teacher. She trained at University of Texas at Austin and has spent 21 years in the field. She teaches vinyasa with a focus on breathwork, and recently led a peer reviewed study.",27,1
"Based in Berlin, Lucia Okoye works as a yoga teacher. She trained at University of British Columbia and has spent 10 years in the field. She integrates mindfulness and mobility, and recently led an award winning redesign. She has earned a startup grant for this work.",27,1
"Based in Cairo, Sofia Smith works as a yoga teacher. She trained at University of Texas at Austin and has spent 4 years in the field. She integrates mindfulness and mobility, and recently led an award winning redesign. She has earned a regional excellence award for this work.",27,1
"Fatima Johansson is a calm under pressure yoga teacher based in Oslo. After earning a degree from ETH Zurich in 2005, she specializes in restorative yoga for stress. She is known for careful listening and speaks at industry meetups. She has earned an industry innovation prize for this work.",27,1
"Tessa Smith is a systems minded yoga teacher based in Chicago. After earning a degree from Trinity College Dublin in 2021, she teaches vinyasa with a focus on breathwork. She is known for analytical precision and runs community workshops. She has earned a startup grant for this work.",27,1
"With a career spanning 22 years, Ingrid Garcia is a yoga teacher who specializes in restorative yoga for stress. She operates out of Seoul and is valued for steady leadership. She also runs community workshops.",27,1
"Based in Buenos Aires, Priya Khan works as a yoga teacher. She trained at University of Texas at Austin and has spent 22 years in the field. She specializes in restorative yoga for stress, and recently led a citywide pilot program. She has earned a best paper award for this work.",27,1
"With a career spanning 4 years, Jillian Okoye is a yoga teacher who integrates mindfulness and mobility. She operates out of Dublin and is valued for rigorous ethics. She also runs community workshops.",27,1
"Noah Nguyen is a hands on yoga teacher based in Mumbai. After earning a degree from University of Texas at Austin in 2018, he specializes in restorative yoga for stress. He is known for rigorous ethics and collaborates across disciplines.",27,0
"Andre Nguyen, a yoga teacher in Chicago, brings 9 years of experience. He studied at University of Melbourne and teaches vinyasa with a focus on breathwork. Outside work, he builds DIY synthesizers.",27,0
"Based in Cairo, Jonah Lee works as a yoga teacher. He trained at McGill University and has spent 4 years in the field. He teaches vinyasa with a focus on breathwork, and recently led a cross team initiative. He has earned a startup grant for this work.",27,0
"Nikolai Lee, a yoga teacher in Cape Town, brings 15 years of experience. He studied at University of Melbourne and runs outdoor sunrise sessions. Outside work, he gardens on a balcony. He has earned a national fellowship for this work.",27,0
"Ryan Lee, a yoga teacher in Chicago, brings 14 years of experience. He studied at University of Buenos Aires and specializes in restorative yoga for stress. Outside work, he collects vintage cookbooks. He has earned a national fellowship for this work.",27,0
"Miles Nguyen is a hands on yoga teacher based in Vancouver. After earning a degree from University of Nairobi in 2013, he integrates mindfulness and mobility. He is known for analytical precision and runs community workshops. He has earned a national fellowship for this work.",27,0
"Based in Nairobi, Daniel Smith works as a yoga teacher. He trained at University of British Columbia and has spent 4 years in the field. He specializes in restorative yoga for stress, and recently led a public lecture series.",27,0
"Based in Tokyo, Andre Nguyen works as a yoga teacher. He trained at University of Melbourne and has spent 8 years in the field. He specializes in restorative yoga for stress, and recently led an award winning redesign. He has earned an industry innovation prize for this work.",27,0
"Miles Smith, a yoga teacher in Tokyo, brings 14 years of experience. He studied at University of Nairobi and teaches vinyasa with a focus on breathwork. Outside work, he plays in a weekend soccer league.",27,0
"Noah Smith, a yoga teacher in Berlin, brings 20 years of experience. He studied at Seoul National University and teaches vinyasa with a focus on breathwork. Outside work, he writes flash fiction. He has earned a best paper award for this work.",27,0
"Ruth Johnson runs a boutique practice serving nonprofits. She designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,1
"Lina Hernandez is an client focused CPA based in Cape Town. She helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadsheets into plain language for founders.",0,1
"Sofia Kowalski is an innovative CPA based in London. She helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadsheets into plain language for founders.",0,1
"Noemi Kowalski runs a boutique practice serving nonprofits. She designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,1
"Selin Williams is an curious CPA based in Toronto. She helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadsheets into plain language for founders.",0,1
"Mia Lopez works in forensic accounting for a regional bank in Tokyo. She specializes in fraud detection, building audit trails, and mentoring junior analysts on ethical reporting.",0,1
"Harper Lopez is an community minded CPA based in Chicago. She helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadsheets into plain language for founders.",0,1
"Grace Williams is an strategic CPA based in Sao Paulo. She helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadsheets into plain language for founders.",0,1
"Noemi Adebayo works in forensic accounting for a regional bank in Seattle. She specializes in fraud detection, building audit trails, and mentoring junior analysts on ethical reporting.",0,1
"Marina Lopez runs a boutique practice serving nonprofits. She designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,1
"Thomas Sato is an innovative CPA based in Portland. He helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadheets into plain language for founders.",0,0
"Gabriel Cruz runs a boutique practice serving nonprofits. He designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,0
"Hugo Andersson runs a boutique practice serving nonprofits. He designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,0
"Ethan Kim works in forensic accounting for a regional bank in Berlin. He specializes in fraud detection, building audit trails, and mentoring junior analysts on ethical reporting.",0,0
"Ravi Diaz runs a boutique practice serving nonprofits. He designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,0
"Ethan Cruz runs a boutique practice serving nonprofits. He designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,0
"Isaac Schmidt is an calm under pressure CPA based in Sydney. He helps small manufacturers streamline payroll, GST/HST filings, and cash flow forecasts, and is known for translating spreadheets into plain language for founders.",0,0
"Kenji Dubois runs a boutique practice serving nonprofits. He designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,0
"Gabriel Martinez runs a boutique practice serving nonprofits. He designs budget models, trains boards on financial literacy, and recently led a successful CRA compliance review.",0,0
"Jonas Andersson works in forensic accounting for a regional bank in Nairobi. He specializes in fraud detection, building audit trails, and mentoring junior analysts on ethical reporting.",0,0
Keiko Okoye is a licensed architect in Mumbai focusing on low carbon housing. She blends passive house strategies with local materials and consults on accessibility upgrades.,1,1
"Elena Cruz leads a civic design team. She has overseen library and transit projects, coordinating engineers, artists, and community groups from concept to permits.",1,1
Talia Diaz is a licensed architect in Tokyo focusing on low carbon housing. She blends passive house strategies with local materials and consults on accessibility upgrades.,1,1
"Lucia Ibrahim leads a civic design team. She has overseen library and transit projects, coordinating engineers, artists, and community groups from concept to permits.",1,1
Yvonne Lopez is an adaptive reuse specialist who turns warehouses into mixed use spaces. She teaches BIM workflows to interns and presents at regional AIA events.,1,1
Olivia Ibrahim is a licensed architect in San Diego focusing on low carbon housing. She blends passive house strategies with local materials and consults on accessibility upgrades.,1,1
"Harper Chen leads a civic design team. She has overseen library and transit projects, coordinating engineers, artists, and community groups from concept to permits.",1,1
Samira Williams is a licensed architect in Boston focusing on low carbon housing. She blends passive house strategies with local materials and consults on accessibility upgrades.,1,1
Harper Kowalski is a licensed architect in Amsterdam focusing on low carbon housing. She blends passive house strategies with local materials and consults on accessibility upgrades.,1,1
Hana Bianchi is an adaptive reuse specialist who turns warehouses into mixed use spaces. She teaches BIM workflows to interns and presents at regional AIA events.,1,1
"Ryan Lopez leads a civic design team. He has overseen library and transit projects, coordinating engineers, artists, and community groups from concept to permits.",1,0
Lucas Dubois is a licensed architect in Sao Paulo focusing on low carbon housing. He blends passive house strategies with local materials and consults on accessibility upgrades.,1,0
"Ethan Rossi leads a civic design team. He has overseen library and transit projects, coordinating engineers, artists, and community groups from concept to permits.",1,0
Mason Patel is an adaptive reuse specialist who turns warehouses into mixed use spaces. He teaches BIM workflows to interns and presents at regional AIA events.,1,0
Lucas Hernandez is a licensed architect in Mumbai focusing on low carbon housing. He blends passive house strategies with local materials and consults on accessibility upgrades.,1,0
Mason Ibrahim is an adaptive reuse specialist who turns warehouses into mixed use spaces. He teaches BIM workflows to interns and presents at regional AIA events.,1,0
"Isaac Dubois leads a civic design team. He has overseen library and transit projects, coordinating engineers, artists, and community groups from concept to permits.",1,0
Hugo Dubois is a licensed architect in New York focusing on low carbon housing. He blends passive house strategies with local materials and consults on accessibility upgrades.,1,0
Leo Brown is an adaptive reuse specialist who turns warehouses into mixed use spaces. He teaches BIM workflows to interns and presents at regional AIA events.,1,0
Omar Khan is a licensed architect in Vancouver focusing on low carbon housing. He blends passive house strategies with local materials and consults on accessibility upgrades.,1,0
"Hana Lopez advises startups on contracts and IP. She negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,1
Yvonne Singh is a public interest lawyer who handles asylum and refugee cases. She partners with local clinics and runs “know your rights” workshops on weekends.,2,1
"Vivian Chen advises startups on contracts and IP. She negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,1
Lea Gomez is a public interest lawyer who handles asylum and refugee cases. She partners with local clinics and runs “know your rights” workshops on weekends.,2,1
Clara Gomez is a public interest lawyer who handles asylum and refugee cases. She partners with local clinics and runs “know your rights” workshops on weekends.,2,1
Clara Nguyen is a public interest lawyer who handles asylum and refugee cases. She partners with local clinics and runs “know your rights” workshops on weekends.,2,1
"Elena Adebayo advises startups on contracts and IP. She negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,1
"Keiko Hernandez is a trial attorney in Seattle practicing employment law. She represents both workers and mid sized firms, and is valued for her careful mediation style.",2,1
"Jade Rossi advises startups on contracts and IP. She negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,1
"Olivia Schmidt advises startups on contracts and IP. She negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,1
Isaac Gomez is a public interest lawyer who handles asylum and refugee cases. He partners with local clinics and runs “know your rights” workshops on weekends.,2,0
"Ryan Adebayo is a trial attorney in Lisbon practicing employment law. He represents both workers and mid sized firms, and is valued for his careful mediation style.",2,0
"Arman Gomez advises startups on contracts and IP. He negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,0
"Jonas Sato is a trial attorney in Calgary practicing employment law. He represents both workers and mid sized firms, and is valued for his careful mediation style.",2,0
"Ravi Nguyen advises startups on contracts and IP. He negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,0
"Tariq Schmidt advises startups on contracts and IP. He negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,0
"Sanjay Johnson advises startups on contracts and IP. He negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,0
"Leo Diaz is a trial attorney in Austin practicing employment law. He represents both workers and mid sized firms, and is valued for his careful mediation style.",2,0
"Liam Singh advises startups on contracts and IP. He negotiates licensing deals, drafts founder agreements, and keeps a pro bono roster for community projects.",2,0
"Mateo Singh is a trial attorney in Amsterdam practicing employment law. He represents both workers and mid sized firms, and is valued for his careful mediation style.",2,0
Daria Maller works with older adults to improve mobility. She collaborates with physiotherapists and designs gentle strength programs.,3,1
Harper Lopez is a chiropractor in Austin specializing in sports injuries. She blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,1
Iris Nguyen is a chiropractor in Lisbon specializing in sports injuries. She blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,1
"Jade Schmidt opened a family clinic after earning her DC at NYU. She focuses on chronic back pain, ergonomics coaching, and preventive care.",3,1
Marina Khan works with older adults to improve mobility. She collaborates with physiotherapists and designs gentle strength programs.,3,1
Mia Chen is a chiropractor in Montreal specializing in sports injuries. She blends manual adjustments with rehab exercises and tracks outcomes through patient reported metrics.,3,1
"Anika Sato opened a family clinic after earning her DC at UBC. She focuses on chronic back pain, ergonomics coaching, and preventive care.",3,1
